Address,amount
0x15e15735d7255a0e798677e4ed9d2b9cf489e4be,283985655
0x658d91906ccC4237C2f287b465383A1234a3000d,282800000
0x4E279732F1104aF0e7C9b225B649d3D0CB172562,282317236
0xF8867f7742e8393D7ae434f1E232b5c8dAB55A82,280112942
0xA64e4dCB1Ed06A9658EC85Bb5BF66D6dEfdd6982,279437755
0xe1b27fe6ee84e7e91529ac961b718832d1bb8cc5,278873185
0xafcb3e1670bdaeb479e8cdafc333399bc826a003,278123862
0x4fD0e381C994b4262e4B452843b7B28c6a38Acf6,276724331
0xba24F9Fd69ddA7828BBE6B4d9964A85eA93EA8C8,271348718
0x10ccd4136471c7c266a9fc4569622989fb4cab99,268434551
0xb154bc86a2bc95a2205ce98b811a7c5ab3dc3081,264893732
0x9d6581ff13da3876edf28661608755142e032a23,260585001
0x4F09C534dD8A652C8e8F8624BB919C8e7E07Ad07,260509100
0x6c0Cf880cB20EefabFB09341Fba9e2Bd29ad3DFA,259683205
0x902428C12380Ec0FB019e46caF04Be6DEA2B919A,258659532
0xc129808bfc3d76414dbfFc276f6a1cdE4CBDaAec,253446229
0x76703A02151a782F9d8534E2c8F7ed9d03726470,252533598
0x94696350ab06bf04a52ced2480aa65ae5312e51d,250358891
0x763cb654ca830f317e5809d9e0801546c021bd76,245469939
0x48ff0C529086F61cCc3feEbCd775241A0d8f6caf,235608662
0x234CdD261F33e1f1d1816Dfd2B1a036Ae4fAceD3,234734952
0x14730014eea880f2d52ac0b67442c485242d9b9c,233075484
0x4ccff53de3d7b5ce7b781e7581bc7aede6e18bef,232153398
0x915537a19012d644747c1364f38522baf89443e0,230927915
0x5d7f8e41db237781151bd59c8d9a64513ccc630a,229927121
0x72d4d59f31d0cb4a4213a5dc81fc0108241ecc71,229399874
0xce089f0cb150b8c2faf36f7e7919dc0bd172d670,221159904
0x78e20838C2c41B3Ae3F5565188CbFB5127EB1541,218957049
0xce3f17ff0f62bc9b2e27c64ed9b6838828ac73ba,217823345
0x163eE09DeEEA9DAB68df0Ae49F48c8E07AD54aa2,216802582
0x11ae0d7239927d215703c9d77ca67d4adea5f2df,214981885
0xb30452beca9c462bc6773582c9e0d70cc60e7321,214545244
0x5aa2fAEFeeCa7daadac2aD9c97E1373e9CCAE86a,211080564
0xe39fdb722dcabcea5b764b483f524de866f82253,210882610
0xf52cf7a1912879fbe35615a885aac50db8b5f678,210605732
0x4d9FD403CAD5d8E3416D022fd584d5384B39e4f0,210223892
0x6046d95D321D11EE5F945B3C6363C6a21E48ef08,210080000
0xc354C702513D5984eF77Bc3D1974cFb3fDaC3134,209993726
0x5ba88e8369c7aa542d79b702c04f49d5164131b9,209033685
0xf1394140fe0982e40fa9a9846e7c5b0842cece56,208368209
0x63a556c75443b176b5a4078e929e38beb37a1ff2,207768460
0xf13E6802B15C7809244Eec7e07793777ffe1d0c8,203783117
0x5ED2728f5fD8680f547232D03593cC421fF42795,203410010
0x1da14e9cdae510ae75972f5221200fa781fdb4c8,201363023
0xb6aF7C04f67B5eb61F0DC7aC4a760888EC3E3887,200000000
0x5743e4384d2144b7c3f395e66d70d284b60e081c,199506577
0x767D222a509D107522e50161CA17FfCF0e5AA3dE,199335778
0x157Eb3d3113BD3B597714D3a954eDd018982A5CB,192166373
0xa400f843f0e577716493a3b0b8bc654c6ee8a8a3,191507844
0x66fB1cD65b97fa40457b90b7d1ca6B92Cb64b32b,191448222
0xdb16bb1e9208c46fa0cd1d64fd290d017958f476,188470897
0xf685e331ea5fd12c61c5f6a8e49fe251de9333b3,184448240
0xE428f4bf49c95C559f5b0Da9acadF50922757107,184130912
0x1270A0aaD453A315c5Ab99397d88121C34453eB4,182938879
0xa453ba8233CC9921f27b10F6E4AAd71C2DDF04B5,180869781
0x42dDd3009Fa8AE712E6FAe11B83731cD0EDCD8Ab,180762031
0x4eD9c6193ede88A5D41b2E833E46508800420780,176823600
0x689d964f9e6a14faac3ae8454678f450ea68d897,174510944
0xebef5ff475d55c38036b49dfc6e73ca2ff1025f1,174019470
0x2520a3d56fc6327f89779621d95d4651da2794fb,173959062
0xea72158a9749ca84c9ecbf10502846f7e4247642,173234992
0xf3fcec04579be08777417415f69823f1b818bb22,172847877
0x5d2f29aa18aef827317c48bd2b4f05fa24880038,172354182
0x7365b63d42d64b53aa168e4e6b63a5f76e9c58fb,170790605
0x417a4BB037eBc958569B4C7ce293D2E4AB4CD769,169013187
0xd3E1b3746Af539c658EC16adC13115D5E180af7C,168296811
0x96c3ab67fea078c36e6c483a3bfcc5c248eaf32d,168152470
0xdb776fbc0aa708b7ff264c94aefa1c2051f963b5,166829446
0x83BE8A9306945690c2Cf558FAC3D4CA4e9EEC1B4,166412263
0x6e30a40a23509d334134fb412f4d89b870e07103,165416146
0xb35a829e0c4dfeb229d886b87bf10f3207b419e3,163375938
0x22c8d09305d827f1cdf696d1b9ee309227938f95,163208080
0x38abd5912b5e2537b9e68abbd8d037d0e35eba0e,162343372
0xAaF7168Bae99a4860D7729745B22C4b48d1f9Adb,160808324
0x8313722178211283cf5b2e9a07987ff26574b37d,160675648
0xe3665b69b8fe475c334db2d51efd50b5358d6659,160092889
0x608DfAC245aa71BeCF9F2e4C4941b360A7FED25E,158942561
0x910eba0bce65c9a7b8e0d9f1e008dfc137301b99,158054917
0xf467180437e4899022849ca881c122e83ff1624e,156257805
0x42dd6252b9be3dad03220e8f730c300564d741a8,154675540
0x77dc2dca78697d8379b07ea4caa046b8e0040b56,151382218
0x29aa2ed8712072e918632259780e587698ef58df,148509873
0x9c0d72f2ac26420cb7eeb155bf401b672840e87b,147404322
0x02829b6470e86375f868281ac3A56d9421726279,146766390
0xb973d2582ac458c1e08d2dfb3d415bb7231bb99a,145522572
0xbbC7801cFED5B25f4Cc209E57346Bd7f68011346,144845291
0x9064f45ddb3875b83ce86602330e493e6abda6f1,144308197
0x9cbb36d516e5a782ec7cb9fdaa73c58ae8f6773d,142905892
0x0082eCB97De99d907B779625e8B3c45f1C151A60,142716872
0x8b01d375e274213c860ef6ac013dbdd5286cd816,142358954
0x5978E6316f19C52d6EC201eF70Ad646dDD717e55,142000000
0x01F0831120AB81F91109e099afB551A091c4c05A,141816946
0x3adb1ba3b077e590947e33fd23fb7cb4d868b332,141692430
0x3916dA87Fa9Dd6c13CadA55b7f4C456f53720903,141000000
0x23479d02DD8Fb9773FbE074Bd273737Ae8eBBe67,140751837
0x378BCce7235D53BBc3774BFf8559191F06E6818E,139999169
0x0396b8Adc278d78A87faFf21a350CF112a85c741,139180000
0xd728d057FF2d7F50aC4870CdF9428907453edAB4,139063399
0x08d1e20be4dec06163275acd772be34c8f7075f3,138831928
0x47A8367b268CC9e9a621D76ab48DC0b8dB2d4e86,137417586
0xbfeb87721f0076e6f8c4ec2dabdc9e2f18472e7b,137371436
0x753cb2cfb62d4d7c5e12c67e7bfc9b5e134def47,137254039
0xff1B59216Ab0e4e5De14460b404209c8aFE86dbE,136292147
0xbfba28d567d4f59e6428ddd8ba6f50c2da7138c2,135915645
0x65b5e81790a826f134d29684192b1c6b438d10b7,135909088
0xC0F9e8De7cE5ad40979de08b6b746BA47Ca608cC,134791956
0xF22cFedcCCb1bCd4B0b63142f89173110c5E8c5B,131464576
0x6c2693f5a936f37ed03cfa8465bf2d8beff19a0f,130711916
0x29bad3a7910658f79a36a586aefabc08df832fd0,130635662
0x6f0B67Ede8f338EdF7CA24ea0bE1e52D075cDD8c,130000000
0xF109AC7fFFCaeE7608F8Ae43C5abEf4A1563b0C4,129520515
0x90a1C4dBFFdFC731F0c99d1E1406C4F21D137066,129382548
0x111a92cac4a4c951e3b847909541d07ea325e5b2,128797088
0xA0D86993bf9593A9186c7F022e31bd0d32808BF1,128746453
0xf558a1dbd4535921637745740f871f6fc23b3b4c,128385082
0x163799287de2cbdf55b4f002b50bf03172c88a58,127788588
0x0e453834096b192845b0f53c0134cb1efdd964d2,126114955
0x71432e76653ea9657ff32509272ffd722257bb61,126012419
0xca667eb993d78f81479f398c434d9d3eca91c975,123679114
0x38e481367e0c50f4166ad2a1c9fde0e3c662cfba,122828556
0x615b9fa64a7121a5c03b6f0a7c932fdf39c26c9d,121676735
0xfaaca6db387d3a2824ede72ddafa9857384c75ac,120690097
0x381b58845271009b3d147ebb70d6d5585091840f,120069579
0x5572cab406E497490Ee45e17Ec6f20959C0d876a,119996110
0xa6DC29A7A701C9DBeCB421F8eebFc01fD8D1A040,118988192
0xc5e84C1D77727196aBFa1f0314b72935c1890A93,118439951
0xe2b58f74032887c8B8803D9EBf297fc6301c83C3,117273492
0x21478518d09175b60ff013dbd86aff75f9f6a207,116870652
0xb366e2348ca1e6d46d9124e719be8a7cf4b1dc86,115966948
0xDf877a371CBD0eFFDd5b00B8C3F13Be270964592,115106703
0xa574100b2e3fa487291a694143d9c02928bb59aa,114971871
0x69da5b14ad63db81641f95334abfef19108be32d,114338178
0x9823d1608dd094a7fa88e08b6d5bd29d09b0e86b,114216670
0x52f483973fdef11eb3fde3ebdf0478c86f22382e,113821557
0x0082ecb97de99d907b779625e8b3c45f1c151a60,113816447
0xa149612889184c5cf1b14ee82ff05b6fbce6899d,113070612
0x5D8609A0b590DD0F0C8Ede679107E4b0a69e8a20,112969828
0x5cF06F81fE5D2A9C5babB65ac47879102c6D6BCf,111844310
0x7ad7100117ee2554605f500007bada9d936a6052,111652339
0xaa04dcf29700c9498fab932b072c9cc1ea5047d5,111057454
0xa994D0F88c51005d84a02F7740B912a6d1f1e0f1,111013172
0xf30667313c1de97256f3520bc2126971ff7f7b0a,110079658
0xCE8716888aFB741C37826ED2af19022Fd5BA94f5,108357156
0xd8994bf3d163d7ab00ca8a53836b47f68a6ca44e,107566430
0x69e02d001146a86d4e2995f9ecf906265aa77d85,105035503
0x0359467c5485f4E26C52066C0aAaCDC1524D7CB5,104686326
0x0296EdF4eb266dce6E3CBF44565beEb4a500BA78,102973882
0xf7b80fb88571F63824D138CAb71e21487777991d,102362129
0x0dD89655C6EE8D660c00667625434B53112Bd32E,102320704
0x57b0c59a6b6d9de64e4c92d190cd1ac29842607d,102154386
0xadd528e4b48ac854dfad1e79ad6af2e7524af26d,101731455
0xb4F7880406b5343F38791662b77cAE2ce58A893d,100499608
0x7947D2964D837E466F7c5cf9B7015371638D3247,100368000
0xC179124Cbd07F3B4f0cE8c79Fea5430C84E3D396,100000000
0x03446bB350421D70bD5BeC5995f447dea1922FF9,100000000
0x78e8D8F352eF3bF5c9c62ef75DCbF25e9f9F14B1,100000000
0x5071d7104ee2E1A1C80E620E4198D8bc42b75E17,100000000
0x28E666846B449287B955EB3d344B8079680cad29,100000000
0x3A9607430D16B8ec05619B78cd89406b24aF9883,99998233
0xeE925D6b32ffbf9A8dfDC4CF48027B398a6046BA,99984863
0xD596ed98594347e2064a90082BBc894De5ba6Bcf,99846850
0x6266c4E682536e9c93C4250817034cd3810116bB,99807230
0x56e018dba7a825a08d696f1912b6878c8384b727,99671810
0x9543746e414926D1695eC001BC7B76277895490f,99289629
0x6a1cf24C645DB2e37141Fa12E70Cb67e56b336f3,99193063
0x0F9099a52EA8E1dbd80aDb50e91C24fe5CD15C46,98897304
0x62d6019237378ed44e67652c94fae7fda2cdf4fd,98719539
0x00290ffc9e9D19bdA7b25c6e44d8ADF55DFBf2dD,96439140
0xcFD1951de489976f7D63ae1845EB02858a09e4E7,96113658
0xaed39f9013fe44deb694203d9d12ea4029edac49,93339984
0xE39fDB722dCabCea5b764b483F524dE866f82253,93221322
0x3d3c3eeac517b72670db36cb7380cd18b929430b,91549411
0xdd80646f3c2cdd3ca673781ba225782695dce8d2,89929218
0x9596f8d52824a794591e1e9137443a60de47a38f,89909149
0xaf616daba40f81b75af5373294d4dbe29dd0e0f6,89601074
0xd1728ee38c0fe12f4b7d7a1e30b038bf01e2c3a5,88891740
0x34b53def2d9a301b78d94ede6899870731871112,88819696
0x3bffe09239a9c6f8edd82bd492e8fc5e33bef2fb,88236662
0x674eC0ea9E288289B0523aAC263411157fBDc83a,87658916
0x4aD39e45e777e3aF01090a73b858Fcc18EB1A149,87563006
0x4a689eda3C8e8A85e3b15Fb401C4eC7F6221eA48,87532484
0x768ad67ba3f8c03d91618eecafe1593bd4e74aa6,87317926
0x3c5de42f02debbaa235f7a28e4b992362ffee0b6,86716802
0x4c05f8f59cbd8a1b4c183a2291b208bfea906234,86492869
0x7c1645b5a844D73b7dba7b5Ab4d3DE55e79BEd93,86449191
0xd8f6b79df062a91c99574b0ef61d09dbde372a83,86142219
0x42682cabe41b4576c093aae6ab6132f9d3386394,85778892
0xefaef3a9b2bc9b1464c1f85715b6915de4ec659d,85372682
0xb1b9cE7D03F87cd2F7425639716d9E2407c77430,84291088
0x92f2c91d93b5049136c9d51cf8b29983c43ac738,83983648
0x8405348612F3460658FE2Ff04b242121286CD4CC,81957000
0x0156ff30a13abbe641cb17f33967eb67feafeb4e,81821278
0x0d307d9c8b6d4aad162a662e4bbfba9ea96a5f81,81349244
0xa5f93C591F9fF035C6Dcd161479E2BeB52113898,80906981
0x3a5204726776a643505bbbcd5f5cc2eb1afefbce,80835310
0x61c2fd78e307cf3d71228453e08d23b0ac1c173e,80777852
0xbf21f71b4ac0fcd3ecb6653a459b8be4bcce99db,80034502
0x8E3e13554ad5A10b224f9021D77bEE8ECC217c26,79484526
0x9c649cb19f8dd6f8c338a3e8253d64efd04b5842,78378784
0xb38a2c635feb18ca28f3f81336f0a17fe29bf32d,78274497
0x9aaea404b29381b89d77612cd7cee706c4059542,78195511
0x0d900f82b517db9f1cb06676733bb54c77014635,77872099
0x8f0A36878198d9B0B127F0bAC24B114405C9FA2b,77688093
0x7B469e25E1963092c8d1f720905c696b2a21A3e7,76817000
0x65870575837f98511793041ee5c0cc4db911b01e,75852562
0x38c9c9d3b4f6c07d8bb77ed28a07bd02f87f7ca8,75817410
0x2ce5f9f52C1eec9a1183f91139C59b485Ff39dAd,75737000
0x8E5507d0310305aaB705623de5b1F1cD6ee2ec6d,75107679
0x341313fc0bf0311e6e6e8c6f570cbf0011d2524a,75023197
0x51430536709c685c22600a2672bcec0cab662f67,74730866
0xdd00270d347ea0fc0fdd82e9385fbef0682c24f8,74325037
0xbd9002b4eba8727c8609274b8fcf0c2b0083c097,73927871
0x696E0a13011aA1D5eF292F013A6Da1BF4407AF18,73155187
0x6AB8F9D1513d22996F4657C152F577b71004db3a,73000000
0x379D040dfd6e0D05B4C2c52F0FC4A6b7C72a7D41,72669176
0xdbf5a8986e854fe07ffe4506e1d24d50fdf59974,71666828
0x4902AC006Cd4Aa3835e20370609c5f94bfDA9736,71305017
0x68b0378f8632fc04ec3f02684184e4dc3f46250a,70103841
0x2E4B9DcD13914f46d2eF716d3DF8C62b5efecB1F,69829978
0x674be6fa9ce93405e824bbd2fa6afe27290ba3aa,69309661
0x5c43bd66b33b9e9f45641e9da824d403c4663859,69257798
0xfffd181efce6c38291bf2fcafbbb0d75d5ebc77e,69035913
0x537cd8129aE8D4A3c80c1f7ddF6dD7e2f5Bda4E2,68871805
0x526Ee6ADbB4262423FA8CbBc5479d06AFA1A1128,68738197
0xAC1d4D51910349128989fc9C12a1ED6C67914b58,68000000
0xA8Df2316110a7cD507f0A3A3aa5417F9602F8F80,67272201
0x09fc8cd1d422e77cef172ef85cda1953915a8b74,67052102
0x28b47a4fFfAf0ee72f2ce05b4b6bed6B6aaB234b,66871483
0xcd22a3962a067472b335cf2564365c3034bc975b,66519253
0xf598AaDF12a2FC4709b5Db0C4c169715EFAf2038,65745851
0x8Fb3c9FA744cF248bbeb41c0cadB1FFF2a4802b9,65440531
0x7518b19daf8961e11b545a76a191e7bdf8e4f702,65057000
0x9710b44d51418ca954f76bdc43e258c2e7d8e4b2,64946602
0x9a51011e3f0fffccd04443552223ff0d88e88f40,64936049
0x8c4d5f3eac04072245654e0ba480f1a5e1d91dd5,64106461
0x18657ec15013bc2a5549d5d69e5998a5f4884bb9,64024403
0x48fde9d2abf78ecdc578f1bfb1b27e404a930eb4,63937428
0x9acbb54d3d5ae1d8c9e490f94403eb8e9f3f0396,63655470
0x522c479ae491406f68332ff21a9824e982ea63b8,63597419
0x285E4f019a531e20f673B634D31922d408970798,62941354
0x51963088C3beC10fabe76b72C8242c4E4b055F58,62764560
0x4196D3479FDA0EBEd8b67Ff8B3134DbF4C35F1A9,62723283
0xf2bfa4a13ba656eb5016978f2c9c332cbaf9ce42,62641817
0x9428b02560e91608bd9780a916d5eb89eb9a4b6d,62403079
0xe7a522ecb76afb1dd58463e6d74d920e71d14739,62038080
0xbbccf6cab5b3aec26b0cbc6095b5b6ddbacfd59a,61867138
0x53a45758c3915fef9f733071cc3dd2945a8ca3e8,61651607
0x166B1948124307729A7CE48C3C336A5910598435,60207799
0x6cc341dbf32fbd0d1da7d9321048a1dc461166e8,59508419
0x954e63d55f1202b59af10ee979c99a1b7921779f,58926950
0x72e1638bd8cd371bfb04cf665b749a0e4ae38324,58852760
0xfc9b434ae1a6bec9e29e3e849166e97f1560e3af,58672747
0xb73dbf8ce5a4d86f8fd4b6a911ed15d74d3e7f33,58034590
0x477cec669b2b22e79fad05d1c034fc9d897ad4ef,57769160
0xe4c5557a1f859874d5e124747ef5881a449f9712,57413839
0x8a85D3c2f98cc0E8C6B8969cBbb16579F0291bd3,56071096
0xe5eacd99523a5e144f9b60355e4aecb9f56c7003,54887115
0x7978eaf4921fd3d80d9388346161146865fc93e4,53942167
0xed2256acb6f78e201dcd316540217d375d90a2ce,53029743
0x62D6019237378Ed44E67652C94FAe7FDa2CdF4FD,52968702
0xac4bd05953587836dfb12843a9951570ff403c0f,52413294
0xeebd111d2e855f15e114dbc43b95af65d4580f05,52409215
0x136b3c5274b06d25e0664bfc5e45f1ad13b8df7a,52150510
0xf1f7003e5cc90768872d8ae586f4e80d95872838,51502616
0x0a9972b72910b8668755d0dc016eCc68D1CbBcCa,51296603
0x0bfd52de6a1b494d4fea95828b4ef759661cd164,51247353
0x6b49208dD9B2Db82be3fE245a7A0624EE9628937,51160185
0x0d0eec67b2ad576d4b070f81f4166a3894332eeb,51031405
0xc0515b10D5EdDC1F57c066cb474eEE2fCbACb1C1,50957247
0xf2dc980def82ca5f5cd45d82a6f48339540be4c9,50901101
0xc91a5bc46be45ab8db7a76d69a8d5c8c15cffff6,50835362
0x38D82B98B45F7D23494BD30b5bE8CE988CBFCb75,50766982
0x916e06c6eab2ee40d443cb2e9ac2e7019b59c239,50757824
0xb05512abf63ae09f5d0cb4835a4fc265cb16982c,50741681
0x8edd1420580782af71f85e2a652c796b5b56c294,50284938
0x5F5806D801ef5D3cb3E70a325D12f66986652d7d,50094172
0x5dceb29305e5fc43bfca027dda0d6fa053eaa7b0,50074421
0x677d3ced14dbfc6d657d155b9dba4f9e2a2e8b19,50017979
0x6BADeB7AE1a66964F049ad10c328c9752eAAc30A,50000000
0xEBE85822e75D2B4716e228818B54154E4AfFD202,50000000
0xe99b1148e185D2B8e4e901F60C0230696d3FDE2A,49992128
0xce404775f6e88ea0d4aa8fa89a811b5cfc6e2abd,49989691
0xcd6a1050cb2feac6bf81ae66475fdbd798701320,49814164
0x5a9c7a9744a4695f2d9cee84e29a92ff4e68ea48,49307566
0x07fe984c446417c1ff4532ce4fd67eeb59a0d682,49171808
0x6996c784cda7a2841c3a6f579c896477586a1d9a,49152738
0xdb436e011f39ce8678d45d8be564e3bb8c25d482,49148939
0x100f1a940f5ab82c5472701abeef19763c296a6d,49112754
0xef114d9316274acff9c9ea00871af274b8994234,48776046
0x5e46884a77e0ac5f3126e30720bd5218814dc5e2,48736125
0x018980F7C2b5B9E06F3a935b8eD53E8acD84A159,48234805
0x0291eb432cb4a2613a7415018933e3db45bcd769,48218948
0x434e8971592e898316dc8b7a39d6f9be03ed5f66,47832578
0x02A527084F5E73AF7781846762c8753aCD096461,47561110
0xf5af185d461a38c407fdac71806b458378fb0dcb,47345607
0x26250d5b0265a9df5f59b9086cab1095254d38b1,46634489
0xd4661d0642cd86ca5966247eff72e64940ce610d,46419085
0x4bf4e3a59add035c479cde89d98103cb65dca941,46386970
0x1023b4ff494d49626d8485fc29c224e5b8b82a17,46277468
0x7dfb612c4227a7f252e1631340416fab0f9081a4,45976785
0xCaA60390001292B624514A92E58b07097FC61384,45959121
0x0dc18520ccade4d90f923668b096064664a4a4fc,45949801
0x7b99c763b7b70b05a47db32e78847c3999f671d9,45868283
0x97ff169c716233dc4bfc4ba7071635be354cd760,45634974
0xa65d2a150a3d62e1ff8d4a843e13054d5a3f7bd7,45303129
0x48Ffa3E38cBf8e2CbA8e7da319432Bdb1F6DE6a1,45136818
0xAC9BE1372ab5fC54cdF4Dd2afe7a678e94706e82,45048284
0x779C5323AbEFEa4C3C373eD570546c31b2F33C7d,44887059
0xa30A8578B8855704124c2C99E153aEECf875D447,44763784
0x246309fdb8543a41aab0961c127623b9cdd90c29,44746906
0x9dd49c2172391abb00c7e9bc0320bd3e64f127ba,44717335
0xbe4736749ef1e1c1e686bb161fb17cdd4aea563e,44651794
0x52524f7F5F2B75Ef38e676498a4FeDb3DC089212,44561174
0x64f8e38e19c1b6992969dcd5769c149951018af1,44447520
0xbc0DacFDE88397d7A72c234Dd3E43dfC84Ac5e57,43726677
0x9cc7ede9b72615e141a685e3904acb0781f26fbb,43619267
0x79b56a1429a94e133EA30836B7bc298348F246A2,43617550
0x04446f57C6B5bf61d46d44EB0fbf37d7f34b27B4,43298679
0x799592b12ff0b5d485fe07b09520d459750472d0,43168227
